ticker,score_date,headlines,actual_return,haiku,sonnet,opus
CI,2026-06-15,"[""Cigna (CI): Buy, Sell, or Hold Post Q1 Earnings?"", ""AKO.B.CI Stock Price and Chart \u2014 BCBA:AKO.B.CI"", ""AXIA.CI Stock Price and Chart \u2014 BCBA:AXIA.CI"", ""JD.CI Stock Price and Chart \u2014 BCBA:JD.CI"", ""ROKU.CI Stock Price and Chart \u2014 BCBA:ROKU.CI"", ""ABEV.CI Stock Price and Chart \u2014 BCBA:ABEV.CI"", ""XLC.CI Stock Price and Chart \u2014 BCBA:XLC.CI"", ""XLI.CI Stock Price and Chart \u2014 BCBA:XLI.CI"", ""USO.CI Stock Price and Chart \u2014 BCBA:USO.CI"", ""RAGH.CI Stock Price and Chart \u2014 BCBA:RAGH.CI""]",-0.039989155047933704,-15.0,15.0,0.0
CLX,2026-06-15,"[""Clorox (CLX) Stock Sees Fair Value Cut As Analysts Lower Targets"", ""Clorox (CLX) Stock Valuation Snapshot After Mixed Recent Performance"", ""Clorox (CLX) Stock After 1-Year Slump Is Recent Rebound A Valuation Opportunity"", ""Van ECK Associates Corp Purchases 426,433 Shares of The Clorox Company $CLX"", ""3 Stocks to Load Up On Right Now"", ""Is Church & Dwight Stock Underperforming the Nasdaq?""]",-0.05605336034464378,-25.0,-15.0,10.0
CMS,2026-06-15,"[""Technical Reactions to CMS Trends in Macro Strategies""]",0.00203670131375162,-15.0,0.0,0.0
COIN,2026-06-15,"[""Coinbase debuts 24/5 AI, China and defense index futures access"", ""HOOD vs. COIN: Which Stock Looks Better for 2026?"", ""COIN Stock Rises With Bitcoin Above $72K \u2013 Short Interest Has Nearly Doubled This Year"", ""COIN Stock Alert: What to Know as Coinbase Launches AI Trading Tool"", ""Coinbase Global Stock Pulls Back to Support \u2013 Smart Entry?"", ""Bitcoin holds near 2-week high, crypto stocks climb after US-Iran Hormuz deal (BTC-USD:Cryptocurrency)"", ""AI Stock Valuations Are a Bubble, Says India\u2019s Chief Economic Advisor"", ""Strategy Stock MSTR Offers Bitcoin Exposure At 18% Discount"", ""Coinbase (COIN) Stock Valuation Check After Recent Weak Price Momentum"", ""Barclays Cuts Robinhood Target, Downgrades Coinbase Ahead Of Q1 Earnings""]",-0.02818066066566077,62.0,65.0,35.0
CPRT,2026-06-15,"[""(CPRT) Volatility Zones as Tactical Triggers"", ""Global Payments Stock: Is GPN Underperforming the Financial Sector?""]",-0.027062721378339028,-15.0,5.0,0.0
CRM,2026-06-15,"[""AI agents resolving 76% of support volume: inside Salesforce\u2019s $3.6B Fin deal"", ""The Billionaire Move Nobody Saw Coming: Why Starboard Value Abandoned CRM For These 2 Stocks"", ""Salesforce Stock: A New Breakdown Point Could Be Coming Fast (Rating Downgrade) (NYSE:CRM)"", ""Salesforce To Acquire AI Agent Maker Fin In $3.6 Billion Deal"", ""Better Buy After the Cloud Stock Sell-Off: Oracle or Salesforce?"", ""Salesforce, Inc. (CRM) Is a Trending Stock: Facts to Know Before Betting on It"", ""MML Investors Services LLC Increases Stock Holdings in Salesforce Inc. $CRM"", ""Salesforce (CRM) Stock Valuation Reset After Prolonged Share Price Weakness"", ""9-Day Sell-Off Sends Salesforce Stock Down -21%"", ""Is Salesforce, Inc. (CRM) A Good Stock To Buy Now?""]",-0.08769373979223646,-15.0,15.0,10.0
CSX,2026-06-15,"[""symbol__ Stock Quote Price and Forecast"", ""Should You Think About Buying CSX Corporation (NASDAQ:CSX) Now?"", ""CSX Corp (NASDAQ:CSX) Breaks Out with Perfect Technical and Near-Perfect Setup Ratings""]",-0.025110766766417967,72.0,65.0,45.0
CVS,2026-06-15,"[""Why CVS Stock Skyrocketed on Wednesday"", ""HHS Scrutiny And Primary Care Expansion Shape CVS Health Investor Questions"", ""CVS Health (CVS) Stock Valuation Check After Strong Recent Returns And Mixed Earnings Signals"", ""Arrowstreet Capital Limited Partnership Cuts Stake in CVS Health Corporation $CVS"", ""Is CVS Health (CVS) One of Billionaire Larry Robbins\u2019 10 Dividend Stock Picks?"", ""CVS Health\u2019s Q1 2026 Gross Profit Hit a Multi-Quarter High: Here\u2019s What the Income Statement Reveals"", ""Why Is CVS Health Stock Trending Right Now"", ""CVS Health Corp. stock outperforms competitors on strong trading day"", ""CVS Health (NYSE:CVS) Stock Rating Lowered by Wall Street Zen"", ""Mizuho Raises CVS Health (CVS) Price Target on More Stable Policy Environment""]",0.006158155063148645,35.0,35.0,60.0
DDOG,2026-06-15,"[""Datadog (DDOG) Stock Valuation Looks Slightly Rich After Strong Momentum"", ""Sands Capital Management LLC Cuts Stock Position in Datadog, Inc. $DDOG"", ""DDOG"", ""Datadog (DDOG) Upgrade to Buy with Price Target Raised Significa"", ""DDOG Stock Races Toward Best Week Ever After $1B Revenue Milestone \u2014 Stifel Sees 61% More Upside Ahead"", ""Datadog (DDOG) Stock Slides as Market Rises: Facts to Know Before You Trade"", ""Towarzystwo Funduszy Inwestycyjnych PZU SA Sells 6,660 Shares of Datadog, Inc. $DDOG"", ""Datadog (DDOG): AI Observability Push Shows Why Cloud Monitoring Demand Is Broadening"", ""MYDA Advisors LLC Has $4.62 Million Holdings in Datadog, Inc. $DDOG"", ""Aigen Investment Management LP Purchases New Position in Datadog, Inc. $DDOG""]",-0.05028102828440732,42.0,55.0,35.0
DHI,2026-06-15,"[""D.R. Horton (DHI) Stock Valuation After Cost-Shielding Contracts And Grass-Based Panel Supply Moves"", ""CapEx per share of Dominion Holdings, Inc. \u2013 PSE:DHI"", ""Is D.R. Horton (DHI) Using Cost Shields And Green Materials To Redefine Its Margin Story?"", ""Fortune Brands and Quanex Shares Are Soaring, What You Need To Know"", ""JELD-WEN and Gibraltar Stocks Trade Up, What You Need To Know"", ""D.R. Horton's Multi-Year Contracts Offer Protection Against Rising Input Costs, Oppenheimer Says""]",0.0054807043742745925,72.0,35.0,35.0
DOC,2026-06-15,"[""DO & CO (WBAG:DOC) Stock After Strong Results And Higher Dividend Is The Valuation Still Attractive"", ""Jim Cramer Highlights Healthpeak Properties and Its Strong Dividend Yield""]",-0.022026454124506687,45.0,65.0,35.0
DTE,2026-06-15,"[""Is DTE Energy Stock Underperforming the Nasdaq?"", ""DTE Energy (DTE) Stock Valuation Check After Multi\u2011Year Grid Investment Plan"", ""DTE Energy Co. stock underperforms Friday when compared to competitors despite daily gains"", ""(DTE) and the Role of Price-Sensitive Allocations"", ""Social Buzz: Wallstreetbets Stocks Mostly Advancing Premarket Monday; Micron Technology, SpaceX to Open Higher""]",-0.00817345426199206,-15.0,-5.0,-5.0
DXCM,2026-06-15,"[""How G7 CONNECT Trial Results at DexCom (DXCM) Have Changed Its Investment Story"", ""How (DXCM) Movements Inform Risk Allocation Models"", ""Dexcom (DXCM) Launches First OTC Glucose Monitor for Children"", ""DexCom (DXCM) Launches First Over-the-Counter Glucose Monitor fo""]",-0.06938830915084587,72.0,72.0,55.0
EFX,2026-06-15,"[""Equifax (EFX) Stock Valuation Check After Recent Mixed Performance And Undervaluation Debate"", ""Here's why Equifax (EFX) is a strong momentum stock"", ""Waste Management Infrastructure Strengthens WM Amid Weak Liquidity"", ""The Technical Signals Behind (EFX) That Institutions Follow""]",-0.07048988376936918,35.0,35.0,15.0
EOG,2026-06-15,"[""EOG Resources (EOG) Stock Valuation After Higher Capex Plans And Expanded Rig Program"", ""EOG\u2019s Aggressive Rig Ramp and Global Gas Push Could Be A Game Changer For EOG Resources (EOG)"", ""How Is Devon Energy\u2019s Stock Performance Compared to Other Energy Stocks?"", ""IPO Stock Of The Week: WaterBridge Surges Past Buy Point And Into New Highs"", ""Energy Refuses to Quit: XLE Up 29% YTD as Oil Stocks Wake Up""]",0.006440383626721456,72.0,35.0,35.0
ES,2026-06-15,"[""(ES) Price Dynamics and Execution-Aware Positioning"", ""How Investors May Respond To Eversource Energy (ES) After Court-Backed Cuts To Allowed Returns"", ""Toyoda Gosei (TSE:7282) Stock Valuation After New Lexus ES Airbag Win"", ""Is WEC Energy Stock Underperforming the Nasdaq?"", ""AMD upgraded, Adobe downgraded: Wall Street's top analyst calls""]",0.012417019153653279,-25.0,-15.0,-30.0
EVRG,2026-06-15,"[""Evergy: Power Up Your Portfolio With 3.4% Yield And 5% Dividend Growth (NASDAQ:EVRG)"", ""Evergy (EVRG) Stock After Data Center Deals And Grid Investment Plans Is Valuation Upside Still Left"", ""Understanding the Setup: (EVRG) and Scalable Risk"", ""Evergy Inc. stock underperforms Friday when compared to competitors despite daily gains"", ""Evergy and Entergy Stocks Rise as Data-Center Power Demand Fuels Utility Valuations"", ""Evergy: Data Center Load Is Real, But Already Priced In""]",-0.0022770853307765787,35.0,15.0,20.0
EXR,2026-06-15,"[""Extra Space Storage (EXR) Stock Valuation Check After Recent Price Momentum And Modest Discount Estimate"", ""VNO or EXR: Which Is the Better Value Stock Right Now?"", ""Extra Space Storage (EXR) legal chief sells 3,300 shares at $150 each""]",-0.0038867928329036354,25.0,-15.0,-10.0
FDS,2026-06-15,"[""FactSet (FDS) Stock Valuation After Steady Guidance And Recurring Revenue Strength"", ""FactSet (FDS) Stock Valuation After Recent Rebound And 23.2% Undervaluation Narrative"", ""Is FactSet Research Systems Inc. (FDS) A Good Stock To Buy Now?"", ""How Global X Fds (BOTZ) Affects Rotational Strategy Timing"", ""Discipline and Rules-Based Execution in FDS Response"", ""Unpacking Q1 Earnings: FactSet (NYSE:FDS) In The Context Of Other Financial Exchanges & Data Stocks"", ""How Global X Fds (ALTY) Affects Rotational Strategy Timing"", ""\u2018This is not a flash in the pan\u2019: Why value stocks are beating growth by such a wide margin""]",-0.07309422913089338,42.0,15.0,15.0
FIVN,2026-06-15,"[""(FIVN) Risk Channels and Responsive Allocation"", ""Do Five9\u2019s (FIVN) ESOP Shelf Plans Hint At A Shift In Its AI Licensing Strategy?"", ""Gagnon Advisors LLC Buys 168,891 Shares of Five9, Inc. $FIVN""]",-0.08906100218663027,35.0,-15.0,15.0
FRT,2026-06-15,"[""Jim Cramer Considers Federal Realty\u2019s Dividend \u201cSafe\u201d"", ""Federal Realty Preferreds: Yield Advantage Over The Common, Backed By Strong Coverage"", ""PLD vs. FRT: Which REIT Has the Better Growth Story?""]",-0.023975613658061654,65.0,12.0,35.0
GD,2026-06-15,"[""General Dynamics (GD) Stock After Strong Multi\u2011Year Run Are Recent Gains Justified By Cash Flows"", ""General Dynamics Corporation $GD Shares Sold by Resources Management Corp CT ADV"", ""General Dynamics (GD) Stock After 30% Annual Gain Are Defense Contracts Priced In"", ""Jefferies Upgrades General Dynamics Stock to Buy And Hikes Price Target"", ""General Dynamics Corporation $GD Shares Sold by Public Employees Retirement Association of Colorado"", ""Should Dividend Hike And Submarine-Focused Upgrade Reshape Capital Allocation Priorities For General Dynamics (GD) Investors?"", ""General Dynamics Corporation $GD Shares Sold by Epoch Investment Partners Inc."", ""General Dynamics Corporation $GD Position Increased by Panagora Asset Management Inc."", ""General Dynamics Corporation $GD Shares Purchased by State Street Corp"", ""General Dynamics Corporation $GD Shares Sold by Cullen Capital Management LLC""]",-0.04497542527309953,45.0,25.0,35.0
